FLT_InfoPK,FLT_HeaderFK,FLT_Header,SectorRef,AirlineCode,AirlineName,FlightNo,DepCityCode,ArrCityCode,DepAirportName,ArrAirportName,DepTerminal,ArrTerminal,DepDate,ArrDate,DepTime,ArrTime,BookingDate,ServiceClass,Cabin,Equipment,AvailabilityStatus,CreationDate,UpdationDate,IsDeleted,Duration,AirlinePNR,AdtCabin,ChdCabin,InfCabin,AdtFareBasis,ChdFareBasis,InfFareBasis,AdtRbd,ChdRbd,InfRbd,AdtFareType,ChdFareType,InfFareType,triptypecode
1,1,3B2E017129,DEL:LKO,6E,IndiGo,2318,DEL,LKO,Indira Gandhi International Airport,Chaudhary Charan Singh International Airport,NULL,NULL,2025-03-19T21:30:00,2025-03-19T22:40:00,21:30,22:40,2025-03-19T09:29:12.22Z,J,NULL,NULL,NULL,2025-05-15 23:58:45,2025-05-15 23:58:45,false,01:10,KVY9QI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ONEWAY
