FLT_FareInfoFK,FLT_HeaderFK,FLT_Header,FLT_PaxInfoFK,TotalFareAmt,BaseFareAmt,TaxAmt,OC,CGST,SGST,UTGST,IGST,YQAmt,WOAmt,YRAmt,OTAmt,QTaxAmt,ServiceTaxAmt,TXNFeeAmt,ServiceChargeAmt,CommissionAmt,CashBackAmt,TDSPercentage,TDSOn,TDSAmt,CreationDate,UpdationDate,IsDeleted,IATACommission,FareBasis,BreakPoint,TripTypeCode,ProcessingFee,updatedADTBaseFare,updatedADTYQ,resultADT,updatedCHDBaseFare,updatedCHDYQ,resultCHD,updatedINFBaseFare,updatedINFYQ,resultINF,myAdtFare,orgmyAdtFare,myChdFare,orgmyChdFare,myInfFare,orgmyInfFare,myTotalFare,myNetFAre,agentid,commAmountAg,upOC,upRCF,AdtpWO,ChdpWO,InfpWO,mytds,myst,ot_charges,ot_total_charges,myTaxAmt,upAdtTax,upAdtYR,upAdtIN,upAdtQ,upAdtJN,upAdtOT,upAdtSrvTax,upAdtEduCess,upAdtHighEduCess,upAdtTF,upChdTax,upChdYR,upChdIN,upChdQ,upChdJN,upChdOT,upChdSrvTax,upChdEduCess,upChdHighEduCess,upChdTF,upInfTax,upInfYR,upInfIN,upInfQ,upInfJN,upInfOT,upInfSrvTax,upInfEduCess,upInfHighEduCess,upInfTF,mgtFee,mgtFeeStax,bfc_amt,bfc_amt_st,service_charge,PGST_COM_ON,PGST_SCH_ON,PSGST_PER,PCGST_PER,PUGST_PER,PIGST_PER,PSGST_AMT_ON_COM,PCGST_AMT_ON_COM,PIGST_AMT_ON_COM,PUGST_AMT_ON_COM,PSGST_AMT_ON_SCHG,PUGST_AMT_ON_SCHG,PIGST_AMT_ON_SCHG,PCGST_AMT_ON_SCHG,VENDOR_COMM,hc_payable,tds_on,CGST_VEN,SGST_VEN,UTGST_VEN,IGST_VEN,my_oc_tax,my_ebt_tax,VENDOR_COMM_NET,VEN_DIFF_TO_CLAIM,othertaxleft,tds,TDS_PER,COMM_TYPE,BASIC_PER,YQ_PER,BSP_REC_PER,BSP_REC_COM,Party_Net_Amt,Airline_Net_Amt,VenSchg,VenMgtFee,VenCommType,VenTdsAmt,VenBasicPer,VenYQPer,VenTDSPer,AdjustAmt,AdjustAmtWO,OrAmt,VSGST_PER,VCGST_PER,VIGST_PER,Adjust_VenTDS,VenRoundoff
1,1,3B2E017129,1,5371,5371,882,0,0,0,0,0,91,534,0,0,0,0,0,0,0,0,0,0,0,2025-05-15 23:58:49,2025-05-15 23:58:49,0,NULL,J,NULL,ONEWAY,0,4746,91,5371,0,0,NULL,0,0,0,0,0,0,0,0,0,5371,5371,IGN0186,0,0,0,534,0,0,0,0,0,0,882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,BASIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
